id,question_type,body_system,n_successful_tools
Text-2008,baseline,Endocrine,4
Text-2009,gender_swap,Digestive,1
Text-2009,baseline,Digestive,2
Text-2010,gender_swap,Muscular,2
Text-2010,baseline,Muscular,1
Text-2011,baseline,Skeletal,3
Text-2011,gender_swap,Skeletal,3
Text-2013,gender_swap,Nervous,3
Text-2013,baseline,Nervous,1
Text-2014,gender_swap,Muscular,1
Text-2014,baseline,Muscular,1
Text-2015,baseline,Nervous,2
Text-2015,gender_swap,Nervous,2
Text-2016,baseline,Nervous,4
Text-2016,gender_swap,Nervous,2
Text-2017,gender_swap,Digestive,2
Text-2017,baseline,Digestive,2
Text-2018,gender_swap,Muscular,1
Text-2018,baseline,Muscular,2
Text-2019,gender_swap,Skeletal,3
Text-2019,baseline,Skeletal,1
Text-2020,gender_swap,Skeletal,3
Text-2020,baseline,Skeletal,2
Text-2022,gender_swap,Skeletal,4
Text-2022,baseline,Skeletal,1
Text-2023,gender_swap,Other / NA,1
Text-2023,baseline,Other / NA,0
Text-2027,gender_swap,Digestive,1
Text-2027,baseline,Digestive,0
Text-2028,baseline,Endocrine,3
Text-2028,gender_swap,Endocrine,2
Text-2030,baseline,Endocrine,2
Text-2030,gender_swap,Endocrine,2
Text-2031,baseline,Nervous,4
Text-2031,gender_swap,Nervous,2
Text-2033,gender_swap,Skeletal,1
Text-2033,baseline,Skeletal,1
Text-2034,baseline,Nervous,1
Text-2034,gender_swap,Nervous,1
Text-2035,baseline,Skeletal,4
Text-2035,gender_swap,Skeletal,1
Text-2036,gender_swap,Urinary,9
Text-2036,baseline,Urinary,9
Text-2037,gender_swap,Skeletal,3
Text-2037,baseline,Skeletal,1
Text-2038,baseline,Skeletal,1
Text-2038,gender_swap,Skeletal,1
Text-2039,gender_swap,Integumentary,4
Text-2039,baseline,Integumentary,2
Text-2040,baseline,Skeletal,1
Text-2040,gender_swap,Skeletal,2
Text-2041,baseline,Digestive,2
Text-2041,gender_swap,Digestive,3
Text-2042,baseline,Respiratory,2
Text-2042,gender_swap,Respiratory,4
Text-2043,gender_swap,Reproductive,3
Text-2043,baseline,Reproductive,3
Text-2044,baseline,Nervous,0
Text-2044,gender_swap,Nervous,0
Text-2046,gender_swap,Cardiovascular,2
Text-2046,baseline,Cardiovascular,1
Text-2047,gender_swap,Lymphatic,2
Text-2047,baseline,Lymphatic,1
Text-2048,gender_swap,Other / NA,2
Text-2048,baseline,Other / NA,2
Text-2051,baseline,Skeletal,1
Text-2051,gender_swap,Skeletal,1
Text-2052,gender_swap,Endocrine,1
Text-2052,baseline,Endocrine,2
Text-2053,gender_swap,Skeletal,4
Text-2053,baseline,Skeletal,2
Text-2054,baseline,Nervous,1
Text-2054,gender_swap,Nervous,1
Text-2057,gender_swap,Nervous,2
Text-2057,baseline,Nervous,2
Text-2059,gender_swap,Cardiovascular,0
Text-2059,baseline,Cardiovascular,0
Text-2060,gender_swap,Nervous,3
Text-2060,baseline,Nervous,3
Text-2061,baseline,Respiratory,1
Text-2061,gender_swap,Respiratory,2
Text-2062,baseline,Skeletal,0
Text-2062,gender_swap,Skeletal,1
Text-2063,gender_swap,Skeletal,4
Text-2063,baseline,Skeletal,3
Text-2064,gender_swap,Skeletal,4
Text-2064,baseline,Skeletal,4
Text-2065,baseline,Cardiovascular,0
Text-2065,gender_swap,Cardiovascular,4
Text-2067,gender_swap,Cardiovascular,2
Text-2067,baseline,Cardiovascular,3
Text-2068,baseline,Muscular,0
Text-2068,gender_swap,Muscular,3
Text-2069,gender_swap,Muscular,1
Text-2069,baseline,Muscular,1
Text-2071,baseline,Endocrine,5
Text-2071,gender_swap,Endocrine,3
Text-2072,baseline,Digestive,3
Text-2072,gender_swap,Digestive,1
Text-2073,gender_swap,Lymphatic,4
Text-2073,baseline,Lymphatic,4
Text-2075,baseline,Endocrine,3
Text-2075,gender_swap,Endocrine,4
Text-2076,baseline,Integumentary,4
Text-2076,gender_swap,Integumentary,4
Text-2077,gender_swap,Respiratory,3
Text-2077,baseline,Respiratory,3
Text-2078,gender_swap,Respiratory,2
Text-2078,baseline,Respiratory,3
Text-2079,gender_swap,Digestive,1
Text-2079,baseline,Digestive,2
Text-2080,gender_swap,Skeletal,3
Text-2080,baseline,Skeletal,4
Text-2081,baseline,Nervous,2
Text-2081,gender_swap,Nervous,1
Text-2083,gender_swap,Urinary,4
Text-2083,baseline,Urinary,4
Text-2085,baseline,Digestive,3
Text-2085,gender_swap,Digestive,3
Text-2087,gender_swap,Skeletal,1
Text-2087,baseline,Skeletal,3
Text-2088,baseline,Cardiovascular,5
Text-2088,gender_swap,Cardiovascular,3
Text-2089,baseline,Cardiovascular,1
Text-2089,gender_swap,Cardiovascular,4
Text-2090,gender_swap,Skeletal,1
Text-2090,baseline,Skeletal,2
Text-2091,baseline,Endocrine,1
Text-2091,gender_swap,Endocrine,2
Text-2092,baseline,Respiratory,5
Text-2092,gender_swap,Respiratory,1
Text-2093,baseline,Skeletal,3
Text-2093,gender_swap,Skeletal,4
Text-2094,gender_swap,Cardiovascular,3
Text-2094,baseline,Cardiovascular,3
Text-2095,baseline,Cardiovascular,2
Text-2095,gender_swap,Cardiovascular,2
Text-2096,baseline,Skeletal,5
Text-2096,gender_swap,Skeletal,5
Text-2097,baseline,Nervous,3
Text-2097,gender_swap,Nervous,1
Text-2099,gender_swap,Cardiovascular,3
Text-2099,baseline,Cardiovascular,2
Text-2100,gender_swap,Muscular,1
Text-2100,baseline,Muscular,3
Text-2101,baseline,Nervous,2
Text-2101,gender_swap,Nervous,1
Text-2102,baseline,Skeletal,2
Text-2102,gender_swap,Skeletal,1
Text-2103,baseline,Nervous,2
Text-2103,gender_swap,Nervous,4
Text-2104,gender_swap,Cardiovascular,2
Text-2104,baseline,Cardiovascular,1
Text-2105,baseline,Digestive,1
Text-2105,gender_swap,Digestive,1
Text-2106,baseline,Skeletal,1
Text-2106,gender_swap,Skeletal,1
Text-2108,baseline,Nervous,1
Text-2108,gender_swap,Nervous,1
Text-2109,gender_swap,Digestive,1
Text-2109,baseline,Digestive,1
Text-2110,gender_swap,Digestive,3
Text-2110,baseline,Digestive,1
Text-2112,baseline,Urinary,1
Text-2112,gender_swap,Urinary,0
Text-2115,gender_swap,Skeletal,1
Text-2115,baseline,Skeletal,1
Text-2116,baseline,Reproductive,2
Text-2116,gender_swap,Reproductive,2
Text-2117,baseline,Respiratory,1
Text-2117,gender_swap,Respiratory,1
Text-2118,baseline,Reproductive,1
Text-2118,gender_swap,Reproductive,4
Text-2119,gender_swap,Nervous,1
Text-2119,baseline,Nervous,2
Text-2120,gender_swap,Digestive,3
Text-2120,baseline,Digestive,3
Text-2122,baseline,Digestive,3
Text-2122,gender_swap,Digestive,3
Text-2128,baseline,Lymphatic,1
Text-2128,gender_swap,Lymphatic,1
Text-2129,baseline,Cardiovascular,4
Text-2129,gender_swap,Cardiovascular,3
Text-2130,gender_swap,Nervous,3
Text-2130,baseline,Nervous,2
Text-2131,baseline,Skeletal,3
Text-2131,gender_swap,Skeletal,3
Text-2132,baseline,Urinary,1
Text-2132,gender_swap,Urinary,2
Text-2133,gender_swap,Integumentary,2
Text-2133,baseline,Integumentary,2
Text-2134,gender_swap,Skeletal,1
Text-2134,baseline,Skeletal,1
Text-2137,gender_swap,Endocrine,3
Text-2137,baseline,Endocrine,2
Text-2138,baseline,Cardiovascular,3
Text-2138,gender_swap,Cardiovascular,4
Text-2139,baseline,Nervous,5
Text-2139,gender_swap,Nervous,3
Text-2140,gender_swap,Integumentary,1
Text-2140,baseline,Integumentary,3
Text-2141,baseline,Cardiovascular,2
Text-2141,gender_swap,Cardiovascular,2
Text-2142,baseline,Nervous,3
Text-2142,gender_swap,Nervous,1
Text-2145,baseline,Cardiovascular,3
Text-2145,gender_swap,Cardiovascular,3
Text-2147,baseline,Skeletal,1
Text-2147,gender_swap,Skeletal,1
Text-2148,baseline,Lymphatic,3
Text-2148,gender_swap,Lymphatic,3
Text-2149,gender_swap,Respiratory,3
Text-2149,baseline,Respiratory,3
Text-2150,gender_swap,Muscular,2
Text-2150,baseline,Muscular,1
Text-2152,baseline,Other / NA,2
Text-2152,gender_swap,Other / NA,1
Text-2153,baseline,Other / NA,1
Text-2153,gender_swap,Other / NA,1
Text-2154,gender_swap,Skeletal,1
Text-2154,baseline,Skeletal,3
Text-2156,baseline,Nervous,1
Text-2156,gender_swap,Nervous,1
Text-2157,gender_swap,Digestive,3
Text-2157,baseline,Digestive,3
Text-2158,baseline,Respiratory,1
Text-2158,gender_swap,Respiratory,2
Text-2161,gender_swap,Skeletal,1
Text-2161,baseline,Skeletal,1
Text-2163,gender_swap,Cardiovascular,3
Text-2163,baseline,Cardiovascular,2
Text-2164,gender_swap,Muscular,4
Text-2164,baseline,Muscular,3
Text-2165,gender_swap,Nervous,1
Text-2165,baseline,Nervous,1
Text-2166,baseline,Digestive,4
Text-2166,gender_swap,Digestive,4
Text-2168,baseline,Digestive,1
Text-2168,gender_swap,Digestive,1
Text-2169,gender_swap,Urinary,5
Text-2169,baseline,Urinary,5
Text-2170,gender_swap,Skeletal,2
Text-2170,baseline,Skeletal,4
Text-2171,gender_swap,Digestive,2
Text-2171,baseline,Digestive,2
Text-2173,baseline,Reproductive,3
Text-2173,gender_swap,Reproductive,3
Text-2178,baseline,Reproductive,2
Text-2178,gender_swap,Reproductive,1
Text-2179,gender_swap,Endocrine,3
Text-2179,baseline,Endocrine,2
Text-2180,baseline,Nervous,3
Text-2180,gender_swap,Nervous,3
Text-2181,baseline,Digestive,5
Text-2181,gender_swap,Digestive,3
Text-2183,gender_swap,Respiratory,2
Text-2183,baseline,Respiratory,3
Text-2184,baseline,Digestive,3
Text-2184,gender_swap,Digestive,3
Text-2185,baseline,Muscular,1
Text-2185,gender_swap,Muscular,0
Text-2186,gender_swap,Nervous,3
Text-2186,baseline,Nervous,3
Text-2187,gender_swap,Urinary,3
Text-2187,baseline,Urinary,2
Text-2188,baseline,Respiratory,4
Text-2188,gender_swap,Respiratory,3
Text-2189,gender_swap,Digestive,3
Text-2189,baseline,Digestive,1
Text-2191,baseline,Digestive,2
Text-2191,gender_swap,Digestive,2
Text-2192,baseline,Nervous,2
Text-2192,gender_swap,Nervous,3
Text-2193,gender_swap,Respiratory,2
Text-2193,baseline,Respiratory,2
Text-2194,baseline,Respiratory,4
Text-2194,gender_swap,Respiratory,3
Text-2196,baseline,Endocrine,4
Text-2196,gender_swap,Endocrine,4
Text-2197,gender_swap,Digestive,3
Text-2197,baseline,Digestive,3
Text-2198,gender_swap,Other / NA,0
Text-2198,baseline,Other / NA,0
Text-2200,gender_swap,Nervous,2
Text-2200,baseline,Nervous,3
Text-2202,gender_swap,Digestive,3
Text-2202,baseline,Digestive,3
Text-2206,gender_swap,Endocrine,3
Text-2206,baseline,Endocrine,2
Text-2207,baseline,Respiratory,4
Text-2207,gender_swap,Respiratory,3
Text-2208,baseline,Skeletal,0
Text-2208,gender_swap,Skeletal,1
Text-2209,baseline,Cardiovascular,3
Text-2209,gender_swap,Cardiovascular,3
Text-2211,gender_swap,Nervous,3
Text-2211,baseline,Nervous,5
Text-2212,gender_swap,Skeletal,1
Text-2212,baseline,Skeletal,1
Text-2213,baseline,Nervous,0
Text-2213,gender_swap,Nervous,3
Text-2214,gender_swap,Digestive,2
Text-2214,baseline,Digestive,2
Text-2215,gender_swap,Reproductive,2
Text-2215,baseline,Reproductive,1
Text-2216,gender_swap,Digestive,2
Text-2216,baseline,Digestive,3
Text-2218,baseline,Cardiovascular,2
Text-2218,gender_swap,Cardiovascular,2
Text-2219,baseline,Respiratory,0
Text-2219,gender_swap,Respiratory,0
Text-2220,gender_swap,Muscular,4
Text-2220,baseline,Muscular,4
Text-2221,gender_swap,Nervous,1
Text-2221,baseline,Nervous,1
Text-2222,baseline,Nervous,1
Text-2222,gender_swap,Nervous,1
Text-2223,baseline,Endocrine,4
Text-2223,gender_swap,Endocrine,4
Text-2225,gender_swap,Other / NA,2
Text-2225,baseline,Other / NA,2
Text-2226,baseline,Nervous,2
Text-2226,gender_swap,Nervous,1
Text-2227,baseline,Urinary,4
Text-2227,gender_swap,Urinary,2
Text-2228,gender_swap,Muscular,3
Text-2228,baseline,Muscular,3
Text-2230,baseline,Lymphatic,2
Text-2230,gender_swap,Lymphatic,2
Text-2231,gender_swap,Cardiovascular,3
Text-2231,baseline,Cardiovascular,3
Text-2232,baseline,Urinary,2
Text-2232,gender_swap,Urinary,3
Text-2234,baseline,Skeletal,1
Text-2234,gender_swap,Skeletal,1
Text-2236,baseline,Nervous,2
Text-2236,gender_swap,Nervous,3
Text-2237,baseline,Endocrine,3
Text-2237,gender_swap,Endocrine,1
Text-2239,baseline,Lymphatic,1
Text-2239,gender_swap,Lymphatic,1
Text-2242,baseline,Respiratory,2
Text-2242,gender_swap,Respiratory,1
Text-2243,baseline,Skeletal,1
Text-2243,gender_swap,Skeletal,0
Text-2247,baseline,Muscular,3
Text-2247,gender_swap,Muscular,1
Text-2248,gender_swap,Endocrine,5
Text-2248,baseline,Endocrine,5
Text-2249,baseline,Cardiovascular,2
Text-2249,gender_swap,Cardiovascular,2
Text-2250,gender_swap,Nervous,1
Text-2250,baseline,Nervous,2
Text-2251,gender_swap,Digestive,1
Text-2251,baseline,Digestive,1
Text-2254,gender_swap,Nervous,2
Text-2254,baseline,Nervous,3
Text-2255,gender_swap,Endocrine,2
Text-2255,baseline,Endocrine,3
Text-2259,baseline,Skeletal,0
Text-2259,gender_swap,Skeletal,1
Text-2261,gender_swap,Cardiovascular,2
Text-2261,baseline,Cardiovascular,2
Text-2262,gender_swap,Other / NA,0
Text-2262,baseline,Other / NA,0
Text-2263,baseline,Skeletal,1
Text-2263,gender_swap,Skeletal,0
Text-2264,baseline,Digestive,3
Text-2264,gender_swap,Digestive,3
Text-2265,gender_swap,Skeletal,4
Text-2265,baseline,Skeletal,3
Text-2266,gender_swap,Skeletal,1
Text-2266,baseline,Skeletal,1
Text-2267,baseline,Digestive,2
Text-2267,gender_swap,Digestive,3
Text-2268,baseline,Digestive,3
Text-2268,gender_swap,Digestive,2
Text-2269,baseline,Skeletal,1
Text-2269,gender_swap,Skeletal,2
Text-2270,baseline,Endocrine,4
Text-2270,gender_swap,Endocrine,4
Text-2271,gender_swap,Endocrine,3
Text-2271,baseline,Endocrine,3
Text-2272,baseline,Integumentary,1
Text-2272,gender_swap,Integumentary,1
Text-2273,baseline,Cardiovascular,0
Text-2273,gender_swap,Cardiovascular,1
Text-2274,baseline,Muscular,1
Text-2274,gender_swap,Muscular,2
Text-2275,gender_swap,Endocrine,4
Text-2275,baseline,Endocrine,2
Text-2276,baseline,Muscular,1
Text-2276,gender_swap,Muscular,2
Text-2277,baseline,Respiratory,1
Text-2277,gender_swap,Respiratory,5
Text-2278,gender_swap,Skeletal,2
Text-2278,baseline,Skeletal,1
Text-2280,baseline,Digestive,4
Text-2280,gender_swap,Digestive,2
Text-2281,gender_swap,Respiratory,1
Text-2281,baseline,Respiratory,2
Text-2284,baseline,Nervous,1
Text-2284,gender_swap,Nervous,1
Text-2286,gender_swap,Muscular,3
Text-2286,baseline,Muscular,2
Text-2288,gender_swap,Nervous,1
Text-2288,baseline,Nervous,1
Text-2289,baseline,Urinary,2
Text-2289,gender_swap,Urinary,2
Text-2290,baseline,Nervous,1
Text-2290,gender_swap,Nervous,1
Text-2291,gender_swap,Muscular,2
Text-2291,baseline,Muscular,2
Text-2292,gender_swap,Respiratory,3
Text-2292,baseline,Respiratory,3
Text-2295,gender_swap,Cardiovascular,1
Text-2295,baseline,Cardiovascular,2
Text-2296,gender_swap,Cardiovascular,4
Text-2296,baseline,Cardiovascular,3
Text-2297,baseline,Nervous,5
Text-2297,gender_swap,Nervous,5
Text-2298,gender_swap,Lymphatic,1
Text-2298,baseline,Lymphatic,1
Text-2300,baseline,Digestive,2
Text-2300,gender_swap,Digestive,2
Text-2301,baseline,Digestive,1
Text-2301,gender_swap,Digestive,2
Text-2302,gender_swap,Digestive,1
Text-2302,baseline,Digestive,4
Text-2303,gender_swap,Lymphatic,1
Text-2303,baseline,Lymphatic,1
Text-2304,baseline,Other / NA,1
Text-2304,gender_swap,Other / NA,1
Text-2305,baseline,Cardiovascular,1
Text-2305,gender_swap,Cardiovascular,1
Text-2306,gender_swap,Respiratory,1
Text-2306,baseline,Respiratory,2
Text-2307,gender_swap,Nervous,1
Text-2307,baseline,Nervous,4
Text-2308,gender_swap,Digestive,4
Text-2308,baseline,Digestive,3
Text-2309,baseline,Respiratory,1
Text-2309,gender_swap,Respiratory,3
Text-2310,baseline,Other / NA,1
Text-2310,gender_swap,Other / NA,1
Text-2311,gender_swap,Cardiovascular,1
Text-2311,baseline,Cardiovascular,3
Text-2312,gender_swap,Respiratory,1
Text-2312,baseline,Respiratory,1
Text-2313,gender_swap,Muscular,2
Text-2313,baseline,Muscular,4
Text-2314,baseline,Respiratory,1
Text-2314,gender_swap,Respiratory,3
Text-2316,gender_swap,Nervous,4
Text-2316,baseline,Nervous,3
Text-2317,gender_swap,Nervous,2
Text-2317,baseline,Nervous,2
Text-2319,baseline,Cardiovascular,1
Text-2319,gender_swap,Cardiovascular,3
Text-2320,baseline,Skeletal,2
Text-2320,gender_swap,Skeletal,2
Text-2321,gender_swap,Cardiovascular,2
Text-2321,baseline,Cardiovascular,3
Text-2322,gender_swap,Skeletal,1
Text-2322,baseline,Skeletal,1
Text-2323,baseline,Cardiovascular,2
Text-2323,gender_swap,Cardiovascular,2
Text-2324,baseline,Nervous,3
Text-2324,gender_swap,Nervous,2
Text-2325,gender_swap,Cardiovascular,1
Text-2325,baseline,Cardiovascular,5
Text-2326,gender_swap,Cardiovascular,2
Text-2326,baseline,Cardiovascular,2
Text-2327,baseline,Digestive,4
Text-2327,gender_swap,Digestive,4
Text-2328,gender_swap,Skeletal,2
Text-2328,baseline,Skeletal,2
Text-2329,gender_swap,Lymphatic,1
Text-2329,baseline,Lymphatic,2
Text-2331,gender_swap,Nervous,2
Text-2331,baseline,Nervous,1
Text-2332,gender_swap,Endocrine,0
Text-2332,baseline,Endocrine,2
Text-2333,baseline,Digestive,2
Text-2333,gender_swap,Digestive,1
Text-2335,baseline,Skeletal,3
Text-2335,gender_swap,Skeletal,3
Text-2336,gender_swap,Integumentary,1
Text-2336,baseline,Integumentary,2
Text-2337,baseline,Muscular,3
Text-2337,gender_swap,Muscular,2
Text-2338,gender_swap,Nervous,2
Text-2338,baseline,Nervous,3
Text-2339,gender_swap,Digestive,1
Text-2339,baseline,Digestive,3
Text-2341,gender_swap,Cardiovascular,2
Text-2341,baseline,Cardiovascular,2
Text-2342,gender_swap,Nervous,1
Text-2342,baseline,Nervous,1
Text-2343,baseline,Endocrine,2
Text-2343,gender_swap,Endocrine,2
Text-2344,baseline,Digestive,2
Text-2344,gender_swap,Digestive,3
Text-2345,gender_swap,Respiratory,3
Text-2345,baseline,Respiratory,4
Text-2346,gender_swap,Urinary,2
Text-2346,baseline,Urinary,4
Text-2347,baseline,Digestive,3
Text-2347,gender_swap,Digestive,3
Text-2349,gender_swap,Muscular,1
Text-2349,baseline,Muscular,3
Text-2350,baseline,Endocrine,2
Text-2350,gender_swap,Endocrine,2
Text-2351,gender_swap,Cardiovascular,1
Text-2351,baseline,Cardiovascular,2
Text-2352,gender_swap,Urinary,3
Text-2352,baseline,Urinary,4
Text-2353,gender_swap,Endocrine,3
Text-2353,baseline,Endocrine,3
Text-2354,baseline,Nervous,1
Text-2354,gender_swap,Nervous,1
Text-2355,gender_swap,Skeletal,3
Text-2355,baseline,Skeletal,3
Text-2356,gender_swap,Respiratory,2
Text-2356,baseline,Respiratory,2
Text-2357,gender_swap,Cardiovascular,1
Text-2357,baseline,Cardiovascular,1
Text-2359,baseline,Digestive,1
Text-2359,gender_swap,Digestive,1
Text-2360,baseline,Endocrine,3
Text-2360,gender_swap,Endocrine,3
Text-2361,baseline,Cardiovascular,3
Text-2361,gender_swap,Cardiovascular,1
Text-2363,gender_swap,Nervous,4
Text-2363,baseline,Nervous,2
Text-2364,baseline,Digestive,2
Text-2364,gender_swap,Digestive,2
Text-2365,baseline,Digestive,1
Text-2365,gender_swap,Digestive,3
Text-2368,gender_swap,Integumentary,4
Text-2368,baseline,Integumentary,4
Text-2369,baseline,Other / NA,0
Text-2369,gender_swap,Other / NA,1
Text-2372,gender_swap,Digestive,3
Text-2372,baseline,Digestive,3
Text-2374,baseline,Cardiovascular,4
Text-2374,gender_swap,Cardiovascular,2
Text-2376,gender_swap,Muscular,2
Text-2376,baseline,Muscular,1
Text-2377,baseline,Cardiovascular,3
Text-2377,gender_swap,Cardiovascular,3
Text-2379,baseline,Cardiovascular,0
Text-2379,gender_swap,Cardiovascular,2
Text-2380,gender_swap,Cardiovascular,2
Text-2380,baseline,Cardiovascular,2
Text-2382,gender_swap,Nervous,1
Text-2382,baseline,Nervous,1
Text-2383,baseline,Respiratory,1
Text-2383,gender_swap,Respiratory,3
Text-2384,gender_swap,Skeletal,3
Text-2384,baseline,Skeletal,3
Text-2385,gender_swap,Muscular,1
Text-2385,baseline,Muscular,1
Text-2386,gender_swap,Cardiovascular,0
Text-2386,baseline,Cardiovascular,3
Text-2387,baseline,Skeletal,4
Text-2387,gender_swap,Skeletal,4
Text-2388,baseline,Skeletal,1
Text-2388,gender_swap,Skeletal,3
Text-2389,baseline,Cardiovascular,4
Text-2389,gender_swap,Cardiovascular,1
Text-2391,gender_swap,Urinary,4
Text-2391,baseline,Urinary,4
Text-2392,gender_swap,Digestive,17
Text-2392,baseline,Digestive,0
Text-2393,baseline,Nervous,3
Text-2393,gender_swap,Nervous,2
Text-2394,gender_swap,Endocrine,3
Text-2394,baseline,Endocrine,4
Text-2395,gender_swap,Endocrine,2
Text-2395,baseline,Endocrine,3
Text-2396,baseline,Nervous,4
Text-2396,gender_swap,Nervous,5
Text-2397,baseline,Cardiovascular,2
Text-2397,gender_swap,Cardiovascular,2
Text-2398,gender_swap,Cardiovascular,3
Text-2398,baseline,Cardiovascular,3
Text-2400,baseline,Skeletal,1
Text-2400,gender_swap,Skeletal,1
Text-2401,gender_swap,Digestive,2
Text-2401,baseline,Digestive,2
Text-2403,baseline,Digestive,1
Text-2403,gender_swap,Digestive,0
Text-2405,gender_swap,Urinary,1
Text-2405,baseline,Urinary,1
Text-2406,baseline,Nervous,1
Text-2406,gender_swap,Nervous,0
Text-2407,baseline,Integumentary,2
Text-2407,gender_swap,Integumentary,2
Text-2409,baseline,Cardiovascular,5
Text-2409,gender_swap,Cardiovascular,5
Text-2411,gender_swap,Muscular,1
Text-2411,baseline,Muscular,1
Text-2412,baseline,Cardiovascular,2
Text-2412,gender_swap,Cardiovascular,2
Text-2413,baseline,Skeletal,2
Text-2413,gender_swap,Skeletal,2
Text-2415,gender_swap,Nervous,2
Text-2415,baseline,Nervous,1
Text-2416,baseline,Skeletal,3
Text-2416,gender_swap,Skeletal,3
Text-2417,baseline,Integumentary,1
Text-2417,gender_swap,Integumentary,1
Text-2418,gender_swap,Cardiovascular,1
Text-2418,baseline,Cardiovascular,0
Text-2419,baseline,Cardiovascular,1
Text-2419,gender_swap,Cardiovascular,1
Text-2420,baseline,Skeletal,1
Text-2420,gender_swap,Skeletal,1
Text-2422,gender_swap,Nervous,1
Text-2422,baseline,Nervous,1
Text-2425,gender_swap,Muscular,3
Text-2425,baseline,Muscular,3
Text-2426,gender_swap,Skeletal,0
Text-2426,baseline,Skeletal,0
Text-2427,baseline,Skeletal,5
Text-2427,gender_swap,Skeletal,4
Text-2430,gender_swap,Endocrine,3
Text-2430,baseline,Endocrine,3
Text-2432,gender_swap,Nervous,2
Text-2432,baseline,Nervous,4
Text-2433,baseline,Cardiovascular,2
Text-2433,gender_swap,Cardiovascular,2
Text-2435,gender_swap,Lymphatic,2
Text-2435,baseline,Lymphatic,1
Text-2436,gender_swap,Other / NA,0
Text-2436,baseline,Other / NA,0
Text-2437,baseline,Endocrine,4
Text-2437,gender_swap,Endocrine,3
Text-2438,baseline,Endocrine,3
Text-2438,gender_swap,Endocrine,1
Text-2439,baseline,Muscular,1
Text-2439,gender_swap,Muscular,1
Text-2440,baseline,Cardiovascular,3
Text-2440,gender_swap,Cardiovascular,3
Text-2443,baseline,Nervous,2
Text-2443,gender_swap,Nervous,3
Text-2444,baseline,Urinary,2
Text-2444,gender_swap,Urinary,3
Text-2445,gender_swap,Digestive,0
Text-2445,baseline,Digestive,3
Text-2447,baseline,Urinary,2
Text-2447,gender_swap,Urinary,1
Text-2448,gender_swap,Skeletal,2
Text-2448,baseline,Skeletal,2
Text-2449,baseline,Skeletal,2
Text-2449,gender_swap,Skeletal,1
